,question,answer
2126,在太赫兹模块数据处理的0级功能中，哪个功能用于检查数据的科学可用性？,在太赫兹模块数据处理的0级功能中，0级数据可用性标记检查功能用于检查数据的科学可用性。
2127,太赫兹模块数据处理的2级功能中，FITS文件生成的前提是什么？,太赫兹模块数据处理的2级功能中，FITS文件生成的前提是对校准后符合数据质量要求的数据进行生成。
2128,太赫兹模块数据处理流水线的总流水线编号是什么？,从文档中找不到答案
2129,太赫兹模块数据处理的1级处理流水线包括哪个次级流水线的处理？,太赫兹模块数据处理的1级处理流水线包括单点观测模式数据处理日常校准流程的次级流水线处理，流水线编号为KSC-SJ8-PL1-01。
2130,扣除bias和dark后的图像会进行什么处理？,扣除bias和dark后的图像会进行坏像素、热点像素的标记。
2131,CTE效应改正的目的是什么？,CTE效应改正的目的是改正电荷转移CTE效应。
2132,Flat改正主要是改正什么差异？,Flat改正主要是改正不同像素间对光子响应的差异。
2133,宇宙线探测及改正的主要任务是什么？,宇宙线探测及改正的主要任务是探测图像中的宇宙线，对其进行标记并改正。
2134,单次曝光图像处理中的位置定标工作包主要负责什么？,单次曝光图像处理中的位置定标工作包主要负责对仪器效应改正后单次曝光的科学图像完成位置定标，包括图像中天体探测和简单测光、仪器效应的位置改正、图像WCS结构参数的计算等。
2135,流量定标工作包通过什么完成流量定标？,流量定标工作包通过输入位置定标信息、位置定标得到的图像测光星表和外部参考星表完成流量定标工作。
2136,单次曝光星表提取工作包的主要目标是什么？,单次曝光星表提取工作包的主要目标是在完成定标后的单次曝光图像上对天体目标源进行探测，并对这些目标源进行各种类型的测光，最终获得单次曝光科学图像星表。
2137,PSF建模的输入是什么？,PSF建模的输入是PSF星的截取图像。
2138,Kron孔径测光和PSF测光有什么区别？,从文档中找不到答案。
2139,超深场图像合并工作包的主要任务是什么？,超深场图像合并工作包的主要任务是负责超深场同一天区、同一滤光片的多次曝光图像的合并。
2140,RON03代表什么通道的读出噪声？,RON03代表channel 03的读出噪声。
2141,DETBIA01的数据类型是什么？,DETBIA01的数据类型是float，表示grey value，单位为ADU。
2142,曝光开始时间的关键字是什么？,曝光开始时间的关键字是EXPSTART。
2143,曝光时间是多少秒？,曝光时间是150秒。
2144,快门状态的关键字及其布尔值是什么？,快门状态的关键字是SHTSTAT，其布尔值是TRUE。
2145,卫星软件版本的关键字是什么？,卫星软件版本的关键字是SATESWV。
2146,CABSTART代表的含义是什么？,CABSTART代表曝光开始后的第一个cabin时间（MJD）。
2147,指向赤经在CABSTART时的值是多少？,指向赤经在CABSTART时的值是116.1808154度。
2148,CABEND后的第一个欧拉角1是多少度？,从文档中找不到答案，因为只提供了CABEND时Euler angle 1的占位符值0.1，没有具体数值。
2149,数据单元校验和的关键字是什么？,数据单元校验和的关键字是DATASUM。
2150,CI 巡天对哪个星系系列深度巡天有重要作用？,CI 巡天对M31 系列深度巡天有重要作用。
2151,CI 作为什么总量的校准具有非常重要的科学意义？,CI 作为气体总量的校准具有非常重要的科学意义。
2152,"Belloche, A 等人在哪一年发表了关于A&A的论文？","Belloche, A 等人在2008年发表了关于A&A的论文。"
2153,Cavalié等人在2019年的A&A上发表的论文编号是多少？,"Cavalié等人在2019年的A&A上发表的论文编号是630, 87。"
2154,空间站多功能光学设施是我国未来多少年的旗舰级天文科学项目？,空间站多功能光学设施是我国未来10年的旗舰级天文科学项目。
2155,空间站多功能光学设施包含几个终端模块？,空间站多功能光学设施包含了五个终端模块，分别是多色成像与无缝光谱巡天模块、多通道成像仪、积分视场光谱仪、系外行星成像星冕仪、高灵敏度太赫兹模块。
2156,多功能光学设施的哪个模块可以对宇宙学开展研究工作？,多功能光学设施中的多色成像与无缝光谱巡天模块可以对宇宙学开展研究工作。
2157,多功能光学设施是否包含高灵敏度太赫兹模块？,是，多功能光学设施包含高灵敏度太赫兹模块。
2158,空间站多功能光学设施将对哪个科学方向的天体测量开展研究工作？,空间站多功能光学设施将对天体测量这一科学方向的天体测量开展研究工作。
2159,空间站多功能光学设施的成功运行将对我国天文科学研究产生什么影响？,空间站多功能光学设施的成功运行将使我国在未来引领国际光学天文的研究和发展，并将对世界天文学的发展和人类对宇宙的认知起到巨大的推动作用。
2160,《初步技术要求》规定的0级数据主要包含哪些内容？,《初步技术要求》规定的0级数据主要包含：主焦面原始曝光图像、多色成像参考图像（包括偏置、平场、暗电流等原始图像数据）、无缝光谱参考图像（包括暗电流、偏置、同一光谱带宽内不同波长的平场等原始图像文件）、观测中间一些固定时刻的精密导星仪数据、天体定标组件、短波红外组件、波前传感器原始数据等。
2161,与0级数据相匹配的工程辅助数据有哪些类别？,与0级数据相匹配的工程辅助数据有：空间环境数据（包括空间环境预报数据、空间环境在轨实测数据产品）、工程勤务数据（包括星上时、天地时差；后处理的轨道数据、姿态数据、望远镜指向等）、有效载荷关键工程参数、任务辅助数据（包括轨道预报数据、阴影阳照、日月位置区、过站预报、干扰源、过SAA区、事件预报等）、测控资源、数传资源、功耗资源、存储资源、计算资源等初始可用资源、数据下传计划、载荷工作计划、下行数据完整性质量报告、有效载荷健康状态等。
2162,CSST科学数据处理系统接收的0级数据产品是由哪个中心提供的？,CSST科学数据处理系统接收的0级数据产品是由科学与应用数据中心提供的。
2163,CSST的全称是什么？,CSST的全称是中国巡天空间望远镜（China Space Station Telescope）。
2164,MCI在CSST中代表什么？,MCI在CSST中代表多通道成像仪（Multi Channel Imager）。
2165,IFS 0级数据的主要内容是什么格式？,IFS 0级数据的主要内容是FITS格式。
2166,系外行星成像星冕仪（CPIC）的0级数据包含哪些原始图像数据？,系外行星成像星冕仪（CPIC）的0级数据包含观测目标的原始曝光图像、参考图像（包括偏置、平场、暗电流、天空背景等原始图像数据）、观测期间的原始导星数据等。
2167,太赫兹模块（HSTDM）的0级数据是什么格式？,太赫兹模块（HSTDM）的0级数据是二进制文件格式。
2168,0级数据文件中包含哪些地面预先写定的内容？,0级数据文件中包含的地面预先写定的内容有：望远镜名称（总为“CSST”）、探测器感光区域大小等数据，这些数据不涉及观测数据和工程辅助数据，但按照天文观测一般习惯也为0级数据文件内容的一部分。
2169,CSST的0级数据文件的格式是什么？,CSST的0级数据文件的格式是FITS（Flexible Image Transport System，普适图像传输系统）格式。
2170,巡天模块1级多色成像数据包含哪些内容？,巡天模块1级多色成像数据包含完成仪器效应改正、宇宙线去除、背景光去除、畸变改正、天体测量定位、天体流量定标的单幅图像数据，及其对应的权重图像flag图像数据及相关元信息文件，格式为FITS、文本文件。
2171,巡天模块2级数据中的合并图像数据是什么格式？,巡天模块2级数据中的合并图像数据是FITS格式。
2172,无缝光谱1级数据包括哪些处理步骤？,无缝光谱1级数据包括完成仪器效应改正、宇宙线去除、背景光去除、畸变改正、天体测量定位等的单幅及合并二维光谱科学数据，及其对应的权重图像、flag图像数据，格式为FITS。
2173,多通道成像仪的1级数据包含哪些文件类型？,多通道成像仪的1级数据包含完成仪器效应改正、宇宙线去除、背景光去除、天体测量定位、天体流量定标的单幅图像数据，及其对应的权重图像、mask图像数据及相关元信息文件，格式为FITS、文本文件。
2174,积分视场光谱仪的2级数据包含什么科学数据立方体？,积分视场光谱仪的2级数据包含基于三维光谱数据立方体进行的发射线和连续谱测量的科学数据立方体，格式为FITS。
2175,系外行星成像星冕仪的1级数据包括哪些图像数据？,系外行星成像星冕仪的1级数据包括完成仪器效应改正、宇宙线去除、背景光去除的单幅图像数据，以及mask图像数据，格式为FITS。
2176,太赫兹模块地面效率测量数据包括哪些参数？,太赫兹模块地面效率测量数据包括效率参数（遮挡率、溢出情况、口面效率、主波束效率、波束大小、天线尺寸等）和接收机参数（系统稳定时间、接收机噪声温度、系统灵敏度和校准误差）。
2177,巡天模块多色成像流量定标的精度是多少？,"巡天模块多色成像流量定标的精度达到g, r, i,z 波段≤1%（采用RMS随机差数值），u 波段≤2%、NUV 波段和y 波段≤5%。"
2178,巡天模块多色成像观测的0级数据生成1级产品的处理时间要求是多少？,对于一天内巡天模块多色成像观测产生的0级数据，生成1级产品的处理时间要求不超过24小时。
2179,天体测量数据处理中，点源目标天球位置的定位精度达到多少？,天体测量数据处理中，点源目标天球位置的定位精度达到g波段0.5毫角秒@20mag（精度为单倍随机误差RMS）。
2180,LEDTEMP代表什么？,LEDTEMP代表LED温度（K），数据类型为float。
2181,V_QC0的数据类型是什么？,V_QC0的数据类型是str5。
2182,S_QC0的状态值有哪些可能？,S_QC0的状态值可能为0/1/2，数据类型为int。
2183,R_GAIN表示什么？,R_GAIN表示参考增益文件，数据类型为str4。
2184,S_CTI的状态值为1表示什么？,S_CTI的状态值为1表示CTI校正的状态为启用或已应用，数据类型为int。
2185,CRSCOUNT代表什么？,CRSCOUNT代表宇宙射线像素计数，数据类型为int。
