,content,summary
862,无缝光谱0级数据可用性标记工作包主要执行什么操作？,无缝光谱0级数据可用性标记工作包主要执行对0级数据图像的可用性标记操作，包括主要参数检查、次要参数检查和导星数据分析，以确保观测数据的合理性并报告显著错误。
863,图像评估工作包输入的信息包括哪些？,图像评估工作包输入的信息包括0级无缝光谱数据图像和一个外部参考信息表-天区覆盖信息表。
864,无缝光谱仪器效应改正工作包使用哪些参考图像文件？,无缝光谱仪器效应改正工作包使用的参考图像文件包括crosstalk系数文件、坏像元图像、偏置图像（bias MEF）、暗场和post flash图像（dark、post flash MEF）以及平场图像（Flat field MEF）等。
865,无缝光谱图像中CTE改正是如何进行的？,CTE改正是基于CTE相关的参考文件来完成的，具体过程未在文档中提及。
866,如何将DN转化为电子？,通过将DN值（数字数值）与CCDTAB、OSCNTAB的相关参数结合，可以将DN转化为电子。
867,无缝光谱二维图像在哪些步骤后得到改正？,无缝光谱二维图像在经过crosstalk扣除、bias改正、CTE改正、DN转化为电子、dark和post flash改正、Flat field改正、宇宙线探测和改正、非线性改正、卫星干扰条纹探测和改正，以及电子转化为电子每秒等步骤后得到改正。
868,数据库技术指标是什么？,数据库技术指标的具体内容未在文档中提及。
869,系统组成包含哪些部分？,系统组成未在文档中给出具体细节，但提到了编排软件和仿真软件的执行流程命名规则、数据处理软件流水线命名规则、工作包命名规则等。
870,三个配置项简述是什么？,三个配置项简述的具体内容未在文档中给出。
871,编排软件和仿真软件的执行流程命名规则是什么？,编排软件和仿真软件的执行流程命名规则在文档中有所提及，但具体细节未在给出的文本中说明。
872,数据处理软件流水线命名规则是怎样的？,数据处理软件流水线命名规则在文档中有所提及，但具体细节未在给出的文本中说明。
873,工作包的命名规则是什么？,工作包命名规则在文档中有所提及，但具体细节未在给出的文本中说明。
874,巡天模块数据处理主要包括哪些部分？,巡天模块数据处理主要包括数据分类、主要功能和主要流水线。
875,巡天模块的数据分类有哪些？,巡天模块的数据分类包括多色成像数据和无缝光谱数据。
876,多色成像和无缝光谱的主要功能是什么？,多色成像、天体测量和无缝光谱各有其主要功能，但具体细节未在给出的文本中详细列出。
877,巡天模块有哪些主要的处理流水线？,巡天模块的主要处理流水线包括0级、1级和2级处理流水线。
878,0级、1级、2级处理流水线的具体内容是什么？,0级、1级、2级处理流水线的具体内容未在给出的文本中详细列出，但提到了它们各自的处理流程。
879,多色成像的工作包主要包括哪些？,多色成像的工作包包括0级数据可用性标记、图像评估、仪器效应改正、目标检测、位置定标、流量定标、单次曝光星表提取、密集星场目标检测等多个处理步骤。
880,什么是多色成像的图像评估和仪器效应改正工作包？,多色成像的图像评估和仪器效应改正工作包是对多色成像数据进行图像质量评估和仪器效应改正的处理步骤。
881,巡天模块数据处理的目的是什么？,巡天模块数据处理的目的未在文档中明确说明，但通常是为了对天文观测数据进行处理和分析，以获取科学研究所需的信息和结果。
882,多色成像的合并图像工作包是做什么的？,多色成像的合并图像工作包是将多次观测的多色成像数据进行合并处理，以获取更高质量或更全面的图像数据。
883,IFS 像素坐标重建的目的是什么？,IFS像素坐标重建的目的是将像素坐标转换到统一的参考系下，以便于后续的图像处理和分析。
884,如何将MCI图像和IFS图像换算到同一个参考系下？,通过像素坐标重建技术，可以将MCI图像和IFS图像换算到同一个参考系下，确保两者之间的空间位置关系一致。
885,什么是Gaia星表？,Gaia星表是欧洲空间局（ESA）的Gaia卫星项目发布的星表，包含了数十亿颗恒星的高精度位置和运动数据，用于天体测量、恒星演化等研究。
886,如何对Gaia星表的坐标进行校正？,对Gaia星表的坐标进行校正通常包括自行、视差、光行差等效应的校正，以确保星表数据的准确性和可靠性。
887,WCS解算是什么？,WCS解算是用于将图像的像素坐标转换为天球坐标（RA/Dec）的过程，WCS代表世界坐标系统（World Coordinate System）。
888,如何通过拟合WCS变换来解算出WCS参数？,通过已知参考点的像素坐标和天球坐标，可以拟合WCS变换模型，进而解算出WCS参数，使得图像的像素坐标可以准确地映射到天球坐标系上。
889,IFS单次处理数据立方生成工作包的主要功能是什么？,IFS单次处理数据立方生成工作包的主要功能是将波长流量定标后的单次曝光谱线文件，按空间位置排列为数据立方，并进行质量检查和索引，最终作为IFS的1级数据存入数据库。
890,什么是波长流量定标后的科学图像？,波长流量定标后的科学图像是经过波长和流量校正后的图像，这些校正消除了仪器效应，使得图像中的像素值能够更准确地反映天体的光谱能量分布。
891,IFS多次曝光数据可用性工作包的主要任务是什么？,IFS多次曝光数据可用性工作包的主要任务是读取保证单次曝光数据中的质量标记，并进行独立的可用性检查，最终获取可用于多次曝光合成的可用数据集。
892,IFS多次曝光合成几何框架工作包的作用是什么？,IFS多次曝光合成几何框架工作包的作用是将单次曝光图像从各自的图像坐标系转换到统一坐标系下，并创建叠加图像存储空间及天体测量信息，为后续的图像叠加提供基础。
893,IFS多次曝光图像叠加工作包主要包括哪些模块？,IFS多次曝光图像叠加工作包主要包括图像坐标锚定、数据可用性二次检查和数据叠加三个模块，用于在叠加图像暂存空间中填充数据，生成合成图像。
894,IFS天光背景扣除工作包的主要功能是什么？,IFS天光背景扣除工作包的主要功能是基于合成图像以及天光背景模型，迭代扣除天光背景，以消除天光对科学观测的影响。
895,IFS多次曝光合成误差估算工作包是如何计算误差的？,IFS多次曝光合成误差估算工作包通过误差传递计算从单次曝光误差中得出合成图像的误差和协方差矩阵，确保合成图像的误差估计准确可靠。
896,IFS多次曝光合成文件生成工作包的主要步骤是什么？,IFS多次曝光合成文件生成工作包的主要步骤包括头文件创建、图文件创建和FITS文件输出，用于收集所有有用数据并打包成标准FITS文件，生成一级多次合成数据并保存到数据库中。
897,IFS一级合成数据质量检查工作包的主要检查项有哪些？,IFS一级合成数据质量检查工作包的主要检查项包括无效数据点检验、流量误差准确度检验和光谱信噪比检验，确保合成数据的质量和可靠性。
898,测光零点测量的输入和输出分别是什么？,测光零点测量的输入是在轨定标定期拍摄的一组流量定标星场图像，输出是图像的测光零点。
899,颜色改正项计算的主要功能是什么？,颜色改正项计算的主要功能是计算得到图像滤光片的颜色改正项，给巡天模块多色成像流水线流量定标提供参考。
900,透过率计算模块的输出是什么？,透过率计算模块的输出是望远镜相应滤光片的透过率，给巡天模块多色成像流水线流量定标提供参考。
901,测光零点的稳定性分析的主要目的是什么？,测光零点的稳定性分析的主要目的是分析图像的测光零点随时间的变化。
902,颜色改正项的稳定性分析是如何进行的？,颜色改正项的稳定性分析是通过分析长期监测获取的多组滤光片的颜色改正项随时间的变化来进行的。
